ptnum,Rout,L,lnRa,lnRb,theta,P_x,P_y,P_z,Rin,analytic_vortex_core_vel_x,analytic_vortex_core_vel_y,analytic_vortex_core_vel_z
450,2.0,0.6931471824645996,0.05034446716308594,-0.6428027153015137,0.0,1.9018036127090454,0.0,0.0,1.0,2.940776084869867e-07,0.0,-0.7748306393623352
451,2.0,0.6931471824645996,0.049291253089904785,-0.6438559293746948,0.0,1.9038076400756836,0.0,0.0,1.0,-3.818265668087406e-07,0.0,-0.7920352816581726
452,2.0,0.6931471824645996,0.04823923110961914,-0.6449079513549805,0.0,1.9058115482330322,0.0,0.0,1.0,-7.624673230566259e-07,0.0,-0.8100008368492126
453,2.0,0.6931471824645996,0.04718822240829468,-0.6459589600563049,0.0,1.90781569480896,0.0,0.0,1.0,5.79854656734824e-07,0.0,-0.828691840171814
454,2.0,0.6931471824645996,0.04613840579986572,-0.6470087766647339,0.0,1.9098196029663086,0.0,0.0,1.0,-1.7312632394350658e-07,0.0,-0.8482311964035034
455,2.0,0.6931471824645996,0.04508960247039795,-0.6480575799942017,0.0,1.9118236303329468,0.0,0.0,1.0,7.233360577174608e-08,0.0,-0.8686264157295227
456,2.0,0.6931471824645996,0.04404193162918091,-0.6491052508354187,0.0,1.913827657699585,0.0,0.0,1.0,1.2806604843262903e-07,0.0,-0.8899440765380859
457,2.0,0.6931471824645996,0.042995333671569824,-0.6501518487930298,0.0,1.9158316850662231,0.0,0.0,1.0,-5.928983881631211e-08,0.0,-0.9122905135154724
458,2.0,0.6931471824645996,0.04194986820220947,-0.6511973142623901,0.0,1.9178357124328613,0.0,0.0,1.0,-1.4110982249349036e-07,0.0,-0.9356720447540283
459,2.0,0.6931471824645996,0.040905535221099854,-0.6522416472434998,0.0,1.91983962059021,0.0,0.0,1.0,2.6087528226526047e-07,0.0,-0.9602437615394592
460,2.0,0.6931471824645996,0.03986215591430664,-0.653285026550293,0.0,1.9218437671661377,0.0,0.0,1.0,9.012055812718245e-08,0.0,-0.9860290288925171
461,2.0,0.6931471824645996,0.03882002830505371,-0.6543271541595459,0.0,1.9238476753234863,0.0,0.0,1.0,-3.216473714928725e-06,0.0,-1.013142466545105
462,2.0,0.6931471824645996,0.03777885437011719,-0.6553683280944824,0.0,1.9258517026901245,0.0,0.0,1.0,-2.3745581074763322e-06,0.0,-1.0416896343231201
463,2.0,0.6931471824645996,0.036738812923431396,-0.6564083695411682,0.0,1.9278557300567627,0.0,0.0,1.0,-2.1818661366523884e-07,0.0,-1.0718448162078857
464,2.0,0.6931471824645996,0.03569984436035156,-0.657447338104248,0.0,1.9298597574234009,0.0,0.0,1.0,-2.0514283960437751e-07,0.0,-1.1036944389343262
465,2.0,0.6931471824645996,0.034661948680877686,-0.6584852337837219,0.0,1.931863784790039,0.0,0.0,1.0,-2.4545994392610737e-07,0.0,-1.137401819229126
466,2.0,0.6931471824645996,0.03362518548965454,-0.6595219969749451,0.0,1.9338676929473877,0.0,0.0,1.0,1.6482574949350237e-07,0.0,-1.1731054782867432
467,2.0,0.6931471824645996,0.0325893759727478,-0.6605578064918518,0.0,1.9358718395233154,0.0,0.0,1.0,2.5275257939938456e-06,0.0,-1.2110519409179688
468,2.0,0.6931471824645996,0.03155475854873657,-0.661592423915863,0.0,1.937875747680664,0.0,0.0,1.0,9.782823440218635e-08,0.0,-1.2514020204544067
469,2.0,0.6931471824645996,0.030521154403686523,-0.6626260280609131,0.0,1.9398797750473022,0.0,0.0,1.0,-2.4024243430176284e-06,0.0,-1.2944327592849731
470,2.0,0.6931471824645996,0.02948862314224243,-0.6636585593223572,0.0,1.9418838024139404,0.0,0.0,1.0,-3.74711788708737e-07,0.0,-1.3403955698013306
471,2.0,0.6931471824645996,0.028457224369049072,-0.6646899580955505,0.0,1.943887710571289,0.0,0.0,1.0,5.591031708718219e-07,0.0,-1.3896222114562988
472,2.0,0.6931471824645996,0.02742677927017212,-0.6657204031944275,0.0,1.9458918571472168,0.0,0.0,1.0,5.145172053744318e-06,0.0,-1.4424681663513184
473,2.0,0.6931471824645996,0.0263974666595459,-0.6667497158050537,0.0,1.9478957653045654,0.0,0.0,1.0,-9.012055812718245e-08,0.0,-1.4993687868118286
474,2.0,0.6931471824645996,0.025369226932525635,-0.667777955532074,0.0,1.9498997926712036,0.0,0.0,1.0,-9.486374352718485e-08,0.0,-1.5607861280441284
475,2.0,0.6931471824645996,0.024341940879821777,-0.6688052415847778,0.0,1.9519038200378418,0.0,0.0,1.0,2.3123037706795913e-08,0.0,-1.627255916595459
476,2.0,0.6931471824645996,0.023315787315368652,-0.669831395149231,0.0,1.95390784740448,0.0,0.0,1.0,2.835833129211096e-06,0.0,-1.699501872062683
477,2.0,0.6931471824645996,0.02229064702987671,-0.6708565354347229,0.0,1.9559118747711182,0.0,0.0,1.0,2.5097388061112724e-06,0.0,-1.778338074684143
478,2.0,0.6931471824645996,0.021266639232635498,-0.6718805432319641,0.0,1.9579157829284668,0.0,0.0,1.0,1.7490502841610578e-06,0.0,-1.8645668029785156
479,2.0,0.6931471824645996,0.020243585109710693,-0.6729035973548889,0.0,1.9599199295043945,0.0,0.0,1.0,2.5690287657198496e-06,0.0,-1.959455132484436
480,2.0,0.6931471824645996,0.01922166347503662,-0.673925518989563,0.0,1.9619238376617432,0.0,0.0,1.0,-5.869694064131181e-08,0.0,-2.064251184463501
481,2.0,0.6931471824645996,0.018200695514678955,-0.6749464869499207,0.0,1.9639278650283813,0.0,0.0,1.0,2.3686291115154745e-06,0.0,-2.1806740760803223
482,2.0,0.6931471824645996,0.017180800437927246,-0.6759663820266724,0.0,1.9659318923950195,0.0,0.0,1.0,-8.537736562175269e-08,0.0,-2.3107523918151855
483,2.0,0.6931471824645996,0.016161978244781494,-0.6769852042198181,0.0,1.9679358005523682,0.0,0.0,1.0,-2.8192318950459594e-06,0.0,-2.45706844329834
484,2.0,0.6931471824645996,0.015144109725952148,-0.6780030727386475,0.0,1.969939947128296,0.0,0.0,1.0,-9.474516105001385e-07,0.0,-2.6228437423706055
485,2.0,0.6931471824645996,0.014127373695373535,-0.6790198087692261,0.0,1.9719438552856445,0.0,0.0,1.0,-2.1107182135438052e-07,0.0,-2.8122403621673584
486,2.0,0.6931471824645996,0.013111650943756104,-0.6800355315208435,0.0,1.9739478826522827,0.0,0.0,1.0,-2.039570432543769e-07,0.0,-3.0307226181030273
487,2.0,0.6931471824645996,0.012096941471099854,-0.6810502409934998,0.0,1.975951910018921,0.0,0.0,1.0,-1.888974338726257e-06,0.0,-3.2855730056762695
488,2.0,0.6931471824645996,0.011083245277404785,-0.6820639371871948,0.0,1.977955937385559,0.0,0.0,1.0,-3.770833814087382e-07,0.0,-3.5867059230804443
489,2.0,0.6931471824645996,0.010070562362670898,-0.6830766201019287,0.0,1.9799599647521973,0.0,0.0,1.0,1.719405418043607e-08,0.0,-3.9479939937591553
490,2.0,0.6931471824645996,0.009058952331542969,-0.6840882301330566,0.0,1.981963872909546,0.0,0.0,1.0,2.078701754726353e-06,0.0,-4.389514446258545
491,2.0,0.6931471824645996,0.008048295974731445,-0.6850988864898682,0.0,1.9839680194854736,0.0,0.0,1.0,4.7372580525006924e-07,0.0,-4.9413743019104
492,2.0,0.6931471824645996,0.007038772106170654,-0.686108410358429,0.0,1.9859719276428223,0.0,0.0,1.0,4.434880054304813e-07,0.0,-5.650724411010742
493,2.0,0.6931471824645996,0.006030142307281494,-0.6871170401573181,0.0,1.9879759550094604,0.0,0.0,1.0,1.0672170702719086e-08,0.0,-6.596506118774414
494,2.0,0.6931471824645996,0.005022585391998291,-0.6881245970726013,0.0,1.9899799823760986,0.0,0.0,1.0,3.304296853912092e-07,0.0,-7.920437812805176
495,2.0,0.6931471824645996,0.0040160417556762695,-0.6891311407089233,0.0,1.9919840097427368,0.0,0.0,1.0,2.1344341405438172e-08,0.0,-9.906210899353027
496,2.0,0.6931471824645996,0.0030105113983154297,-0.6901366710662842,0.0,1.993988037109375,0.0,0.0,1.0,-1.4438262041949201e-05,0.0,-13.215627670288086
497,2.0,0.6931471824645996,0.002006053924560547,-0.6911411285400391,0.0,1.9959919452667236,0.0,0.0,1.0,-1.6658073946018703e-05,0.0,0.0005542698781937361
498,2.0,0.6931471824645996,0.0010024309158325195,-0.6921447515487671,0.0,1.9979960918426514,0.0,0.0,1.0,-4.032895049022045e-06,0.0,0.000284534296952188
499,2.0,0.6931471824645996,0.0,-0.6931471824645996,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
